Category,Model,Model Year,Manufacturer,Fuel,Alternative Fuel Economy City,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Combined,Drivetrain
Sedan/Wagon,Panamera 4 E-Hybrid ST,2021.0,Porsche,Plug-in Hybrid Electric,,52.0,21.0,22.0,
Sedan/Wagon,Panamera 4S E-Hybrid,2021.0,Porsche,Plug-in Hybrid Electric,,50.0,21.0,22.0,
Sedan/Wagon,Panamera 4S E-Hybrid Executive,2021.0,Porsche,Plug-in Hybrid Electric,,50.0,21.0,22.0,
Sedan/Wagon,Panamera 4S E-Hybrid ST,2021.0,Porsche,Plug-in Hybrid Electric,,50.0,21.0,22.0,
Sedan/Wagon,Panamera Turbo S E-Hybrid,2021.0,Porsche,Plug-in Hybrid Electric,,48.0,18.0,19.0,
Sedan/Wagon,Panamera Turbo S E-Hybrid Executive,2021.0,Porsche,Plug-in Hybrid Electric,,48.0,18.0,19.0,
Sedan/Wagon,Panamera Turbo S E-Hybrid ST,2021.0,Porsche,Plug-in Hybrid Electric,,48.0,18.0,19.0,
Sedan/Wagon,Taycan 4S Perf Battery,2021.0,Porsche,Electric,79.0,79.0,,,
Sedan/Wagon,Taycan 4S Perf Battery Plus,2021.0,Porsche,Electric,75.0,77.0,,,
Sedan/Wagon,Taycan Perf Battery,2021.0,Porsche,Electric,76.0,79.0,,,
Sedan/Wagon,Taycan Perf Battery Plus,2021.0,Porsche,Electric,71.0,75.0,,,
Sedan/Wagon,Taycan Turbo,2021.0,Porsche,Electric,71.0,73.0,,,
Sedan/Wagon,Taycan Turbo S,2021.0,Porsche,Electric,69.0,70.0,,,
Pickup,1500 2WD,2021.0,Ram,Hybrid Electric,,,20.0,22.0,
Pickup,1500 2WD,2021.0,Ram,Hybrid Electric,,,17.0,19.0,
Pickup,1500 4WD,2021.0,Ram,Hybrid Electric,,,19.0,21.0,
Pickup,1500 4WD,2021.0,Ram,Hybrid Electric,,,17.0,19.0,
Pickup,1500 HFE 4X2,2021.0,Ram,Hybrid Electric,,,20.0,23.0,
SUV,Crosstrek Hybrid AWD,2021.0,Subaru,Plug-in Hybrid Electric,,90.0,36.0,35.0,
Sedan/Wagon,Model 3 Long Range AWD,2021.0,Tesla,Electric,141.0,134.0,,,
Sedan/Wagon,Model 3 Performance AWD,2021.0,Tesla,Electric,118.0,113.0,,,
Sedan/Wagon,Model 3 Standard Range Plus RWD,2021.0,Tesla,Electric,150.0,142.0,,,RWD
Sedan/Wagon,Model S Long Range,2021.0,Tesla,Electric,124.0,120.0,,,
Sedan/Wagon,"Model S Performance (19"" Wheels)",2021.0,Tesla,Electric,114.0,110.0,,,
Sedan/Wagon,"Model S Plaid (21"" Wheels)",2021.0,Tesla,Electric,102.0,101.0,,,AWD
SUV,Model X Long Range Plus,2021.0,Tesla,Electric,109.0,105.0,,,
SUV,"Model X Performance (20"" Wheels)",2021.0,Tesla,Electric,100.0,97.0,,,
SUV,Model Y Long Range AWD,2021.0,Tesla,Electric,131.0,125.0,,,
SUV,Model Y Performance AWD,2021.0,Tesla,Electric,115.0,111.0,,,
SUV,Model Y Standard Range RWD,2021.0,Tesla,Electric,140.0,129.0,,,
Sedan/Wagon,Avalon Hybrid,2021.0,Toyota,Hybrid Electric,,,43.0,43.0,
Sedan/Wagon,Avalon Hybrid XLE,2021.0,Toyota,Hybrid Electric,,,43.0,44.0,
Sedan/Wagon,Camry Hybrid LE,2021.0,Toyota,Hybrid Electric,,,51.0,52.0,
Sedan/Wagon,Camry Hybrid SE/XLE/XSE,2021.0,Toyota,Hybrid Electric,,,44.0,46.0,
Sedan/Wagon,Corolla Hybrid,2021.0,Toyota,Hybrid Electric,,,53.0,52.0,
SUV,Highlander Hybrid,2021.0,Toyota,Hybrid Electric,,,36.0,36.0,
SUV,Highlander Hybrid AWD,2021.0,Toyota,Hybrid Electric,,,35.0,35.0,
SUV,Highlander Hybrid AWD LTD/PLAT,2021.0,Toyota,Hybrid Electric,,,35.0,35.0,
Sedan/Wagon,Mirai Limited,2021.0,Toyota,Hydrogen Fuel Cell,67.0,65.0,,,
Sedan/Wagon,Mirai XLE,2021.0,Toyota,Hydrogen Fuel Cell,74.0,72.0,,,
Sedan/Wagon,Prius,2021.0,Toyota,Hybrid Electric,,,54.0,52.0,
Sedan/Wagon,Prius AWD,2021.0,Toyota,Hybrid Electric,,,51.0,49.0,
Sedan/Wagon,Prius Eco,2021.0,Toyota,Hybrid Electric,,,58.0,56.0,
Sedan/Wagon,Prius Prime,2021.0,Toyota,Plug-in Hybrid Electric,,133.0,55.0,54.0,
SUV,RAV4 Hybrid AWD,2021.0,Toyota,Hybrid Electric,,,41.0,40.0,
Sedan/Wagon,RAV4 Prime AWD,2021.0,Toyota,Plug-in Hybrid Electric,,94.0,40.0,38.0,
Van,Sienna,2021.0,Toyota,Hybrid Electric,,,36.0,36.0,
Van,Sienna AWD,2021.0,Toyota,Hybrid Electric,,,35.0,35.0,
SUV,Venza AWD,2021.0,Toyota,Hybrid Electric,,,40.0,39.0,
SUV,ID.4 1st,2021.0,Volkswagen,Electric,104.0,97.0,,,
SUV,ID.4 AWD Pro,2021.0,Volkswagen,Electric,102.0,97.0,,,AWD
SUV,ID.4 Pro,2021.0,Volkswagen,Electric,107.0,99.0,,,
SUV,ID.4 Pro S,2021.0,Volkswagen,Electric,104.0,97.0,,,
SUV,ID.4 Pro S AWD ,2021.0,Volkswagen,Electric,98.0,93.0,,,AWD
Sedan/Wagon,S60 AWD,2021.0,Volvo,Plug-in Hybrid Electric,,69.0,28.0,30.0,
Sedan/Wagon,S90 AWD,2021.0,Volvo,Plug-in Hybrid Electric,,60.0,28.0,30.0,
SUV,V60 AWD,2021.0,Volvo,Plug-in Hybrid Electric,,69.0,28.0,30.0,
SUV,XC40 Recharge,2021.0,Volvo,Electric,85.0,79.0,,,
SUV,XC60 AWD,2021.0,Volvo,Plug-in Hybrid Electric,,57.0,26.0,27.0,
SUV,XC90 AWD,2021.0,Volvo,Plug-in Hybrid Electric,,55.0,26.0,27.0,
Street Sweeper,ACMD-Xpert,,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,
Refuse,ACMD-Xpert,,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Vocational/Cab Chassis,ACMD-Xpert,,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Tractor,ACTT Terminal Tractor,,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,
Tractor,ACTT Terminal Tractor,,Autocar,Electric,,,,,
Vocational/Cab Chassis,ACX-Xpeditor  - Class 8,,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Refuse,ACX-Xpeditor ,,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,
Street Sweeper,ACX-Xpeditor ,,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Vocational/Cab Chassis,DC-64 - Class 8,,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,
Refuse,DC-64R - Class 8,,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Vocational/Cab Chassis,LET2,,Battle Motors,Electric,,,,,
Vocational/Cab Chassis,LET2,,Battle Motors,CNG - Compressed Natural Gas,,,,,
Vocational/Cab Chassis,LET2 Crew Cab,,Battle Motors,CNG - Compressed Natural Gas,,,,,
Vocational/Cab Chassis,LNT,,Battle Motors,CNG - Compressed Natural Gas,,,,,
Vocational/Cab Chassis,LNT,,Battle Motors,Electric,,,,,
Passenger Van/Shuttle Bus,All American Activity,,Blue Bird,CNG - Compressed Natural Gas,,,,,
School Bus,All American Rear Engine - Class 7,,Blue Bird,CNG - Compressed Natural Gas,,,,,
School Bus,All American RE Electric,,Blue Bird,Electric,,,,,
Passenger Van/Shuttle Bus,All American RE Electric Activity,,Blue Bird,Electric,,,,,
Passenger Van/Shuttle Bus,Micro Bird Activity G5 Electric,,Blue Bird,Electric,,,,,
School Bus,Micro Bird G5 - Class 3,,Blue Bird,Propane,,,,,
Passenger Van/Shuttle Bus,Micro Bird G5 Activity,,Blue Bird,Propane,,,,,
School Bus,Micro Bird G5 Electric,,Blue Bird,Electric,,,,,
School Bus,Vision - Class 7,,Blue Bird,Propane,,,,,
Passenger Van/Shuttle Bus,Vision Activity,,Blue Bird,Propane|CNG - Compressed Natural Gas,,,,,
School Bus,Vision Electric,,Blue Bird,Electric,,,,,
Passenger Van/Shuttle Bus,Vision Electric Activity,,Blue Bird,Electric,,,,,
Vocational/Cab Chassis,6F,,BYD,Electric,,,,,
Refuse,6R,,BYD,Electric,,,,,
Refuse,8R,,BYD,Electric,,,,,
Tractor,8TT Day Cab,,BYD,Electric,,,,,
Tractor,8Y Terminal Tractor,,BYD,Electric,,,,,
Passenger Van/Shuttle Bus,C10M (45'),,BYD,Electric,,,,,
Transit Bus,C10MS (45' double deck),,BYD,Electric,,,,,
Passenger Van/Shuttle Bus,C6M (23'),,BYD,Electric,,,,,
Passenger Van/Shuttle Bus,C8M (35'),,BYD,Electric,,,,,
Transit Bus,C8MS (35' double deck),,BYD,Electric,,,,,
Passenger Van/Shuttle Bus,C9M (40'),,BYD,Electric,,,,,
Transit Bus,K11M (60'),,BYD,Electric,,,,,
Transit Bus,K7M (30'),,BYD,Electric,,,,,
Transit Bus,K7M ER (30'),,BYD,Electric,,,,,
Transit Bus,K8M (35'),,BYD,Electric,,,,,
Transit Bus,K9M (40'),,BYD,Electric,,,,,
Transit Bus,K9MD (40'),,BYD,Electric,,,,,
Vocational/Cab Chassis,3500/4500 Low Cab Forward,,Chevrolet,Ethanol (E85),,,,,
Vocational/Cab Chassis,"4500 HD, 4500 XD, 5500 HD, 5500 XD Low Cab Forward",,Chevrolet,Biodiesel (B20),,,,,
Vocational/Cab Chassis,6500 XD Low Cab Forward,,Chevrolet,Biodiesel (B20),,,,,
Passenger Van/Shuttle Bus,Express 2500/3500,,Chevrolet,Ethanol (E85),,,,,
Van,Express 2500/3500,,Chevrolet,Ethanol (E85),,,,,
Van,Express 2500/3500,,Chevrolet,Biodiesel (B20),,,,,
Passenger Van/Shuttle Bus,Express 2500/3500,,Chevrolet,Biodiesel (B20),,,,,
Vocational/Cab Chassis,Express 3500/4500 Cutaway,,Chevrolet,Ethanol (E85),,,,,
Vocational/Cab Chassis,Silverado 3500 HD Cab Chassis,,Chevrolet,Biodiesel (B20),,,,,
Pickup,Sliverado 2500/3500 HD,,Chevrolet,Biodiesel (B20),,,,,
Transit Bus,e.COBUS 2700,,COBUS Industries,Electric,,,,,
Transit Bus,e.COBUS 2700S,,COBUS Industries,Electric,,,,,
Transit Bus,e.COBUS 3000,,COBUS Industries,Electric,,,,,
School Bus,Type A Electric School Bus (DE516),,Collins Bus Corp.,Electric,,,,,
School Bus,Type A Electric School Bus (DE516WF),,Collins Bus Corp.,Electric,,,,,
Street Sweeper,Broom Bear,,Elgin,CNG - Compressed Natural Gas,,,,,
Street Sweeper,Broom Bear CNG Hybrid,,Elgin,CNG - Compressed Natural Gas|Plug-in Hybrid Electric,,,,,
Street Sweeper,Broom Bear Plug-In Hybrid,,Elgin,Plug-in Hybrid Electric,,,,,
Street Sweeper,Crosswind1,,Elgin,CNG - Compressed Natural Gas,,,,,
Street Sweeper,Pelican,,Elgin,CNG - Compressed Natural Gas,,,,,
Transit Bus,AXESS 32' low floor,,ENC,Diesel/Hybrid Electric,,,,,
Transit Bus,AXESS 32' low floor,,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,
Transit Bus,AXESS 35' low floor,,ENC,Diesel/Hybrid Electric,,,,,
Transit Bus,AXESS 35' low floor,,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Transit Bus,AXESS 40' low floor,,ENC,Diesel/Hybrid Electric,,,,,
Transit Bus,AXESS 40' low floor,,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Transit Bus,Axess-BEB 32' low floor,,ENC,Electric,,,,,
Transit Bus,Axess-BEB 35' low floor,,ENC,Electric,,,,,
Transit Bus,Axess-BEB 40' low floor,,ENC,Electric,,,,,
Transit Bus,AXESS-FC 40' low floor,,ENC,Hydrogen Fuel Cell,,,,,
Transit Bus,E-Z RIDER II 30',,ENC,Diesel/Hybrid Electric,,,,,
Transit Bus,E-Z RIDER II 30',,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,
Transit Bus,E-Z RIDER II 32',,ENC,Diesel/Hybrid Electric,,,,,
Transit Bus,E-Z RIDER II 32',,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Transit Bus,E-Z RIDER II 35',,ENC,Diesel/Hybrid Electric,,,,,
Transit Bus,E-Z RIDER II 35',,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,
Transit Bus,XHF 29',,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Transit Bus,XHF 33',,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Transit Bus,XHF 35',,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,
Transit Bus,XHF 40',,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Vocational/Cab Chassis,"E350, E450 Cutaway",,Ford,Propane - Bi-fuel|CNG - Bi-fuel|Propane|CNG - Compressed Natural Gas|Ethanol (E85),,,,,
Vocational/Cab Chassis,"E350, E450 Cutaway",,Ford,Hybrid Electric,,,,,
Vocational/Cab Chassis,"E350, E450 Stripped Chassis",,Ford,Propane - Bi-fuel|Propane|CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas,,,,,
Vocational/Cab Chassis,"E350, E450 Stripped Chassis",,Ford,Hybrid Electric,,,,,
Vocational/Cab Chassis,E-450 Box Truck,,Ford,Electric,,,,,
Vocational/Cab Chassis,E450 Cutaway,,Ford,Electric,,,,,
School Bus,E-450 School Bus,,Ford,Electric,,,,,
Passenger Van/Shuttle Bus,E-450 Shuttle,,Ford,Electric,,,,,
Step Van,E-450 Step Van,,Ford,Electric,,,,,
Vocational/Cab Chassis,E450 Stripped Chassis,,Ford,Electric,,,,,
Vocational/Cab Chassis,E-450 Work Truck,,Ford,Electric,,,,,
Van,E-Transit Cargo Van,,Ford,Electric,,,,,
Vocational/Cab Chassis,E-Transit Cutaway/Chassis Cab,,Ford,Electric,,,,,
Passenger Van/Shuttle Bus,F-550 Bus,,Ford,Electric,,,,,
School Bus,F-59 School Bus,,Ford,Electric,,,,,
Passenger Van/Shuttle Bus,F-59 Shuttle Bus,,Ford,Electric,,,,,
Step Van,F-59 Step Van,,Ford,Electric,,,,,
Vocational/Cab Chassis,F-59 Stripped Chassis,,Ford,CNG - Compressed Natural Gas|Propane - Bi-fuel|E85/Hybrid Electric|CNG - Bi-fuel|Propane,,,,,
Vocational/Cab Chassis,F-59 Stripped Chassis,,Ford,Electric,,,,,
Vocational/Cab Chassis,F-59 Stripped Chassis,,Ford,Hybrid Electric,,,,,
Vocational/Cab Chassis,F-650 Box Truck,,Ford,Electric,,,,,
Vocational/Cab Chassis,"Medium Duty Chassis Cab F650, F750",,Ford,CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas|Propane|Propane - Bi-fuel,,,,,
Vocational/Cab Chassis,"Medium Duty Chassis Cab F650, F750",,Ford,Biodiesel (B20),,,,,
Vocational/Cab Chassis,Super Duty Chassis Cab F350,,Ford,Ethanol (E85),,,,,
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",,Ford,Propane - Bi-fuel|Propane|CNG - Compressed Natural Gas|CNG - Bi-fuel,,,,,
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",,Ford,Biodiesel (B20),,,,,
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",,Ford,Hybrid Electric,,,,,
Pickup,"Super Duty F250, F350, F450",,Ford,CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas|Propane|Propane - Bi-fuel,,,,,
Pickup,"Super Duty F250, F350, F450",,Ford,Biodiesel (B20),,,,,
Pickup,"Super Duty F250, F350, F450",,Ford,Hybrid Electric,,,,,
Pickup,"Super Duty F250, F350, F450",,Ford,Plug-in Hybrid Electric,,,,,
Van,Transit 250/350 Cargo Van,,Ford,Ethanol (E85),,,,,
Van,Transit 250/350 Cargo Van,,Ford,Electric,,,,,
Van,Transit 250/350 Cargo Van,,Ford,Hybrid Electric,,,,,
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,,Ford,Electric,,,,,
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,,Ford,Ethanol (E85),,,,,
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,,Ford,Hybrid Electric,,,,,
Vocational/Cab Chassis,"Transit CC-CA 250, 350",,Ford,Hybrid Electric,,,,,
Vocational/Cab Chassis,"Transit CC-CA 250, 350",,Ford,Electric,,,,,
Vocational/Cab Chassis,Transit Cutaway/Chassis Cab,,Ford,Ethanol (E85),,,,,
Vocational/Cab Chassis,114SD NG - Class 8,,Freightliner,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Tractor,Cascadia Natural Gas,,Freightliner,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
TractorVocational/Cab Chassis,M2 112 NG,,Freightliner,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Vocational/Cab Chassis,MT-45 G Chassis - Class 4,,Freightliner Custom Chassis,Propane|CNG - Compressed Natural Gas,,,,,
Vocational/Cab Chassis,MT-50e,,Freightliner Custom Chassis,Electric,,,,,
Vocational/Cab Chassis,MT-55 G Chassis,,Freightliner Custom Chassis,Propane|CNG - Compressed Natural Gas,,,,,
Vocational/Cab Chassis,S2G Truck - Class 6,,Freightliner Custom Chassis,Propane,,,,,
Vocational/Cab Chassis,eCanter,,FUSO,Electric,,,,,
Transit Bus,"BRT, BRT Plus, Commuter",,Gillig,CNG - Compressed Natural Gas,,,,,
Transit Bus,"BRT, BRT Plus, Commuter",,Gillig,Diesel/Hybrid Electric,,,,,
Transit Bus,"Low Floor, Low Floor Plus",,Gillig,CNG - Compressed Natural Gas,,,,,
Transit Bus,"Low Floor, Low Floor Plus",,Gillig,Diesel/Hybrid Electric,,,,,
Transit Bus,Low Floor Plus,,Gillig,Electric,,,,,
Transit Bus,Trolley,,Gillig,Diesel/Hybrid Electric,,,,,
Transit Bus,Trolley,,Gillig,CNG - Compressed Natural Gas,,,,,
Street Sweeper,M3EV - Class 7,,Global,Electric,,,,,
Street Sweeper,M4EV - Class 7,,Global,Electric,,,,,
Street Sweeper,M4 Hybrid,,Global,Diesel/Hybrid Electric,,,,,
Street Sweeper,M4/M4HSD CNG,,Global,CNG - Compressed Natural Gas,,,,,
Street Sweeper,M4ZE/M4HSDZE - Class 7,,Global,Hydrogen Fuel Cell,,,,,
Van,Zevo 600,,GM BrightDrop,Electric,,,,,
Passenger Van/Shuttle Bus,Savana 2500/3500,,GMC,Ethanol (E85),,,,,
Passenger Van/Shuttle Bus,Savana 2500/3500,,GMC,Biodiesel (B20),,,,,
Van,Savana 2500/3500,,GMC,Ethanol (E85),,,,,
Van,Savana 2500/3500,,GMC,Biodiesel (B20),,,,,
Vocational/Cab Chassis,Savana 3500/4500 Cutaway,,GMC,Ethanol (E85),,,,,
Pickup,Sierra 2500/3500 HD,,GMC,Biodiesel (B20),,,,,
Vocational/Cab Chassis,Sierra 3500 HD Cab Chassis,,GMC,Biodiesel (B20),,,,,
Vocational/Cab Chassis,"G1, G2",,Greenkraft,Propane|CNG - Compressed Natural Gas,,,,,
Vocational/Cab Chassis,"G3, G4",,Greenkraft,Propane|CNG - Compressed Natural Gas,,,,,
Passenger Van/Shuttle Bus,AV Star,,GreenPower Motor Company,Electric,,,,,
School Bus,BEAST,,GreenPower Motor Company,Electric,,,,,
Transit Bus,EV250,,GreenPower Motor Company,Electric,,,,,
Transit Bus,EV350,,GreenPower Motor Company,Electric,,,,,
Transit Bus,EV550,,GreenPower Motor Company,Electric,,,,,
Passenger Van/Shuttle Bus,EV Star,,GreenPower Motor Company,Electric,,,,,
Passenger Van/Shuttle Bus,EV Star+,,GreenPower Motor Company,Electric,,,,,
Van,EV Star Cargo,,GreenPower Motor Company,Electric,,,,,
Vocational/Cab ChassisVan,EV Star Cargo+,,GreenPower Motor Company,Electric,,,,,
Vocational/Cab Chassis,EV Star CC,,GreenPower Motor Company,Electric,,,,,
Refuse,"Front Loader: Half/Pack (including Automated), Half/Pack Freedom, Half/Pack Sierra, Half/Pack Low Rider (including Automated)",,Heil Environmental,CNG - Compressed Natural Gas,,,,,
Refuse,"Rear Loader: PowerTrak, PowerTrak Commercial, DuraPack 4060 and 5000, PT 1000, Under CDL Mini Rear Loader",,Heil Environmental,CNG - Compressed Natural Gas,,,,,
Refuse,"Side Loader: Command-SST, DuraPack Python and Rapid Rail, Liberty and MultiPack Automated",,Heil Environmental,CNG - Compressed Natural Gas,,,,,
Vocational/Cab Chassis,L6 Conventional,,Hino,Biodiesel (B20),,,,,
Vocational/Cab Chassis,L7 Conventional,,Hino,Biodiesel (B20),,,,,
TractorVocational/Cab Chassis,XL7 Conventional,,Hino,Biodiesel (B20),,,,,
TractorVocational/Cab Chassis,XL8 Conventional,,Hino,Biodiesel (B20),,,,,
Passenger Van/Shuttle Bus,Carriage ,,Hometown Manufacturing,CNG - Compressed Natural Gas|Propane,,,,,
Passenger Van/Shuttle Bus,Commuter,,Hometown Manufacturing,CNG - Compressed Natural Gas,,,,,
Passenger Van/Shuttle Bus,Commuter,,Hometown Manufacturing,Electric,,,,,
Transit Bus,Mainstreet,,Hometown Manufacturing,CNG - Compressed Natural Gas,,,,,
Transit Bus,Mainstreet,,Hometown Manufacturing,Electric,,,,,
Transit Bus,Streetcar,,Hometown Manufacturing,Electric,,,,,
Passenger Van/Shuttle Bus,Streetcar,,Hometown Manufacturing,Diesel/Hybrid Electric,,,,,
Transit Bus,Streetcar,,Hometown Manufacturing,CNG - Compressed Natural Gas,,,,,
Transit Bus,Urban,,Hometown Manufacturing,Electric,,,,,
Transit Bus,Urban,,Hometown Manufacturing,CNG - Compressed Natural Gas,,,,,
Transit Bus,View,,Hometown Manufacturing,Electric,,,,,
Transit Bus,View,,Hometown Manufacturing,CNG - Compressed Natural Gas|Propane,,,,,
Passenger Van/Shuttle Bus,Villager,,Hometown Manufacturing,Electric,,,,,
Passenger Van/Shuttle Bus,Villager,,Hometown Manufacturing,CNG - Compressed Natural Gas|Propane,,,,,
School Bus,CE Series,,IC Bus,Propane,,,,,
School Bus,Electric CE Series,,IC Bus,Electric,,,,,
Vocational/Cab Chassis,eMV,,International,Electric,,,,,
Vocational/Cab Chassis,"FTR, FVR",,Isuzu,Biodiesel (B20),,,,,
Vocational/Cab Chassis,"NPR-HD, NPR-XD, NQR, NRR",,Isuzu,Biodiesel (B20),,,,,
Tractor,Ottawa T2E+,,Kalmar,Electric,,,,,
Vocational/Cab Chassis,K270/K370,,Kenworth,Electric,,,,,
Vocational/Cab Chassis,T180/T280,,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Tractor,T680,,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Tractor,T680E,,Kenworth,Electric,,,,,
Tractor,T880,,Kenworth,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,
Vocational/Cab Chassis,T880,,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Vocational/Cab Chassis,LION6,,Lion Electric,Electric,,,,,
Vocational/Cab Chassis,LION8 - Class 8,,Lion Electric,Electric,,,,,
Refuse,LION8 Refuse ASL and REL - Class 8,,Lion Electric,Electric,,,,,
Tractor,LION8T - Class 8,,Lion Electric,Electric,,,,,
School Bus,LIONA,,Lion Electric,Electric,,,,,
School Bus,LIONC,,Lion Electric,Electric,,,,,
School Bus,LIOND,,Lion Electric,Electric,,,,,
Passenger Van/Shuttle Bus,LIONM,,Lion Electric,Electric,,,,,
Tractor,Anthem - Class 8,,Mack,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Refuse,LR,,Mack,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,
Refuse,LR,,Mack,Electric,,,,,
Vocational/Cab Chassis,TerraPro Cab Over,,Mack,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,
Refuse,TerraPro Cab Over,,Mack,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,
Transit Bus,D4000 Commuter Coach,,MCI,CNG - Compressed Natural Gas,,,,,
Transit Bus,D4000 Hybrid Commuter Coach - Class 8,,MCI,Diesel/Hybrid Electric,,,,,
Transit Bus,D4500 Commuter Coach,,MCI,CNG - Compressed Natural Gas,,,,,
Transit Bus,D4500 Hybrid Commuter Coach - Class 8,,MCI,Diesel/Hybrid Electric,,,,,
Transit Bus,D45 CRT LE CHARGE - Class 8,,MCI,Electric,,,,,
Transit Bus,J4500e CHARGE - Class 8,,MCI,Electric,,,,,
Refuse,"Front Loaders: Meridian, Atlantic, Contendor - Class 8",,McNeilus,CNG - Compressed Natural Gas,,,,,
Refuse,"Rear Loader: Standard, Heavy Duty, Extra Compaction,Tag Axle, Split Body, M2 - Class 8",,McNeilus,CNG - Compressed Natural Gas,,,,,
Refuse,"Side Loader: AutoReach, Manual/Automated, Zero Radius - Class 8",,McNeilus,CNG - Compressed Natural Gas,,,,,
Vocational/Cab Chassis,"Standard, Bridgemaster, Oshkosh S-Series - Class 8",,McNeilus,CNG - Compressed Natural Gas,,,,,
Step Van,(various models),,Morgan-Olson,Electric,,,,,
Transit Bus,Xcelsior 35',,New Flyer,CNG - Compressed Natural Gas,,,,,
Transit Bus,Xcelsior 35',,New Flyer,CNG - Compressed Natural Gas,,,,,
Transit Bus,Xcelsior 40',,New Flyer,Diesel/Hybrid Electric,,,,,
Transit Bus,Xcelsior 40',,New Flyer,CNG - Compressed Natural Gas,,,,,
Transit Bus,Xcelsior 60',,New Flyer,Diesel/Hybrid Electric,,,,,
Transit Bus,Xcelsior 60',,New Flyer,CNG - Compressed Natural Gas,,,,,
Transit Bus,Xcelsior CHARGE 35',,New Flyer,Electric,,,,,
Transit Bus,Xcelsior CHARGE 40',,New Flyer,Electric,,,,,
Transit Bus,Xcelsior CHARGE 60',,New Flyer,Electric,,,,,
Transit Bus,Xcelsior CHARGE H2 40',,New Flyer,Hydrogen Fuel Cell,,,,,
Transit Bus,Xcelsior CHARGE H2 60',,New Flyer,Hydrogen Fuel Cell,,,,,
Street Sweeper,Osprey II sweeper,,Nitehawk,Propane - Bi-fuel,,,,,
Street Sweeper,Osprey II sweeper,,Nitehawk,Ethanol (E85),,,,,
Street Sweeper,Raptor II sweeper,,Nitehawk,CNG - Compressed Natural Gas|Propane - Bi-fuel,,,,,
Transit Bus,LFS Artic HEV - Class 8,,Nova Bus,Diesel/Hybrid Electric,,,,,
Transit Bus,LFS CNG - Class 8,,Nova Bus,CNG - Compressed Natural Gas,,,,,
Transit Bus,LFSe,,Nova Bus,Electric,,,,,
Transit Bus,LFSe+,,Nova Bus,Electric,,,,,
Transit Bus,LFS HEV - Class 8,,Nova Bus,Diesel/Hybrid Electric,,,,,
Vocational/Cab Chassis,E1 Cutaway Chassis,,Optimal-EV,Electric,,,,,
Passenger Van/Shuttle Bus,S1 LF Low Floor,,Optimal-EV,Electric,,,,,
Tractor,T Series terminal,,Orange EV,Electric,,,,,
Vocational/Cab Chassis,220EV - Class 6,,Peterbilt,Electric,,,,,
