Vehicle ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Combined,Manufacturer,Category,Fuel Code,Fuel,Drivetrain
12282,45,9.0,209,Insight Touring,2020,,,51.0,48.0,Honda,Sedan/Wagon,HYBR,Hybrid Electric,
12390,45,9.0,351,Ioniq,2020,,,55.0,55.0,Hyundai,Sedan/Wagon,HYBR,Hybrid Electric,
12391,45,9.0,351,Ioniq Blue,2020,,,57.0,58.0,Hyundai,Sedan/Wagon,HYBR,Hybrid Electric,
12362,41,1.0,351,Ioniq Electric,2020,145.0,133.0,,,Hyundai,Sedan/Wagon,ELEC,Electric,
12397,57,9.0,351,Ioniq Plug-in Hybrid,2020,,119.0,53.0,52.0,Hyundai,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12352,41,1.0,351,Kona Electric,2020,132.0,120.0,,,Hyundai,SUV,ELEC,Electric,
12375,9,1.0,351,Nexo,2020,59.0,57.0,,,Hyundai,SUV,H2,Hydrogen Fuel Cell,
12376,9,1.0,351,Nexo Blue,2020,65.0,61.0,,,Hyundai,SUV,H2,Hydrogen Fuel Cell,
12425,45,9.0,351,Sonata Hybrid,2020,,,45.0,47.0,Hyundai,Sedan/Wagon,HYBR,Hybrid Electric,
12426,45,9.0,351,Sonata Hybrid Blue,2020,,,51.0,52.0,Hyundai,Sedan/Wagon,HYBR,Hybrid Electric,
12267,41,1.0,385,I-PACE,2020,80.0,76.0,,,Jaguar,SUV,ELEC,Electric,
12424,45,9.0,275,Wrangler 4x4,2020,,,21.0,21.0,Jeep,SUV,HYBR,Hybrid Electric,
12283,45,9.0,275,Wrangler Unlimited 4x4,2020,,,19.0,20.0,Jeep,SUV,HYBR,Hybrid Electric,
12312,45,9.0,275,Wrangler Unlimited 4x4,2020,,,21.0,21.0,Jeep,SUV,HYBR,Hybrid Electric,
12398,57,9.0,424,"Revero GT (21"" wheels)",2020,70.0,,27.0,26.0,Karma,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12392,45,9.0,361,Niro,2020,,,51.0,49.0,Kia,Sedan/Wagon,HYBR,Hybrid Electric,
12440,41,1.0,361,Niro Electric,2020,123.0,112.0,,,Kia,Sedan/Wagon,ELEC,Electric,
12393,45,9.0,361,Niro FE,2020,,,52.0,50.0,Kia,Sedan/Wagon,HYBR,Hybrid Electric,
12410,57,9.0,361,Niro Plug-in Hybrid,2020,,105.0,48.0,46.0,Kia,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12394,45,9.0,361,Niro Touring,2020,,,46.0,43.0,Kia,Sedan/Wagon,HYBR,Hybrid Electric,
12284,45,9.0,361,Optima Hybrid,2020,,,41.0,42.0,Kia,Sedan/Wagon,HYBR,Hybrid Electric,
12338,57,9.0,361,Optima Plug-In Hybrid,2020,,101.0,39.0,41.0,Kia,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12452,45,9.0,387,Defender 110 MHEV,2020,,,17.0,19.0,Land Rover,SUV,HYBR,Hybrid Electric,
12453,45,9.0,387,Defender 90 MHEV,2020,,,17.0,19.0,Land Rover,SUV,HYBR,Hybrid Electric,
12261,35,1.0,387,Range Rover,2020,,,22.0,24.0,Land Rover,SUV,BD,Biodiesel (B20),
12300,35,1.0,387,Range Rover Discovery,2020,,,21.0,23.0,Land Rover,SUV,BD,Biodiesel (B20),
12481,45,1.0,387,Range Rover MHEV,2020,,,19.0,21.0,Land Rover,SUV,HYBR,Hybrid Electric,
12421,57,,387,Range Rover PHEV,2020,,42.0,18.0,19.0,Land Rover,SUV,PHEV,Plug-in Hybrid Electric,
12260,35,1.0,387,Range Rover Sport,2020,,,22.0,24.0,Land Rover,SUV,BD,Biodiesel (B20),
12685,45,1.0,387,Range Rover Sport MHEV,2020,,,19.0,21.0,Land Rover,SUV,HYBR,Hybrid Electric,
12422,57,,387,Range Rover Sport PHEV,2020,,42.0,18.0,19.0,Land Rover,SUV,PHEV,Plug-in Hybrid Electric,
12314,45,9.0,243,ES 300h,2020,,,43.0,44.0,Lexus,Sedan/Wagon,HYBR,Hybrid Electric,
12285,45,9.0,243,LC 500h,2020,,,27.0,30.0,Lexus,Sedan/Wagon,HYBR,Hybrid Electric,
12355,45,9.0,243,LS 500h,2020,,,25.0,28.0,Lexus,Sedan/Wagon,HYBR,Hybrid Electric,
12356,45,9.0,243,LS 500h AWD,2020,,,23.0,26.0,Lexus,Sedan/Wagon,HYBR,Hybrid Electric,
12286,45,9.0,243,NX 300h AWD,2020,,,33.0,31.0,Lexus,SUV,HYBR,Hybrid Electric,
12315,45,9.0,243,RX 450h AWD,2020,,,31.0,30.0,Lexus,SUV,HYBR,Hybrid Electric,
12316,45,9.0,243,RX 450hL AWD,2020,,,29.0,29.0,Lexus,SUV,HYBR,Hybrid Electric,
12395,45,1.0,243,UX 250h,2020,,,43.0,42.0,Lexus,Sedan/Wagon,HYBR,Hybrid Electric,
12396,45,1.0,243,UX 250h AWD,2020,,,41.0,39.0,Lexus,Sedan/Wagon,HYBR,Hybrid Electric,
12423,57,,227,Aviator AWD PHEV,2020,,56.0,22.0,23.0,Lincoln,SUV,PHEV,Plug-in Hybrid Electric,
12317,45,9.0,227,MKZ Hybrid FWD,2020,,,42.0,41.0,Lincoln,Sedan/Wagon,HYBR,Hybrid Electric,
12319,45,9.0,239,AMG CLS53 4MATIC+,2020,,,21.0,23.0,Mercedes-Benz,Sedan/Wagon,HYBR,Hybrid Electric,
12320,45,9.0,239,AMG E53 4MATIC+,2020,,,21.0,24.0,Mercedes-Benz,Sedan/Wagon,HYBR,Hybrid Electric,
12322,45,9.0,239,AMG E53 4MATIC+ (Convertible),2020,,,20.0,23.0,Mercedes-Benz,Sedan/Wagon,HYBR,Hybrid Electric,
12321,45,9.0,239,AMG E53 4MATIC+ (Coupe),2020,,,21.0,23.0,Mercedes-Benz,Sedan/Wagon,HYBR,Hybrid Electric,
12318,45,9.0,239,AMG GT 53 4MATIC+,2020,,,19.0,21.0,Mercedes-Benz,Sedan/Wagon,HYBR,Hybrid Electric,
12323,45,9.0,239,CLS 450,2020,,,24.0,26.0,Mercedes-Benz,Sedan/Wagon,HYBR,Hybrid Electric,
12324,45,9.0,239,CLS 450 4MATIC,2020,,,23.0,26.0,Mercedes-Benz,Sedan/Wagon,HYBR,Hybrid Electric,
12478,57,1.0,239,GLC 350e 4MATIC,2020,,68.0,23.0,25.0,Mercedes-Benz,SUV,PHEV,Plug-in Hybrid Electric,
12287,45,9.0,239,GLE 450 4MATIC,2020,,,19.0,21.0,Mercedes-Benz,SUV,HYBR,Hybrid Electric,
12406,45,9.0,239,GLE 580 4MATIC,2020,,,17.0,19.0,Mercedes-Benz,SUV,HYBR,Hybrid Electric,
12325,45,9.0,239,GLS 450 4MATIC,2020,,,19.0,21.0,Mercedes-Benz,SUV,HYBR,Hybrid Electric,
12407,45,9.0,239,GLS 580 4MATIC,2020,,,16.0,18.0,Mercedes-Benz,SUV,HYBR,Hybrid Electric,
12443,57,9.0,239,S 560e,2020,64.0,,21.0,23.0,Mercedes-Benz,SUV,PHEV,Plug-in Hybrid Electric,
12411,57,9.0,425,Cooper SE Countryman ALL4,2020,,73.0,29.0,29.0,Mini,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12434,41,,425,Cooper SE Hardtop 2 door,2020,115.0,108.0,,,Mini,Sedan/Wagon,ELEC,Electric,
12339,57,9.0,263,Outlander PHEV,2020,,74.0,25.0,25.0,Mitsubishi,SUV,PHEV,Plug-in Hybrid Electric,
12444,41,9.0,217,Leaf (40 kWh battery pack),2020,123.0,111.0,,,Nissan,Sedan/Wagon,ELEC,Electric,
12445,41,1.0,217,Leaf (62 kWh battery pack),2020,118.0,108.0,,,Nissan,Sedan/Wagon,ELEC,Electric,
12446,41,1.0,217,Leaf SV/SL (62 kWh battery pack),2020,114.0,104.0,,,Nissan,Sedan/Wagon,ELEC,Electric,
12456,57,9.0,462,Polestar I,2020,,58.0,22.0,26.0,Polestar Automotive USA,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12449,57,9.0,391,Cayenne e-Hybrid,2020,41.0,,20.0,21.0,Porsche,SUV,PHEV,Plug-in Hybrid Electric,
12450,57,9.0,391,Cayenne e-Hybrid Coupe,2020,41.0,,20.0,21.0,Porsche,SUV,PHEV,Plug-in Hybrid Electric,
12482,57,9.0,391,Cayenne Turbo S e-Hybrid,2020,39.0,,16.0,18.0,Porsche,SUV,PHEV,Plug-in Hybrid Electric,
12483,57,9.0,391,Cayenne Turbo S e-Hybrid Coupe,2020,39.0,,16.0,18.0,Porsche,SUV,PHEV,Plug-in Hybrid Electric,
12412,57,9.0,391,Panamera 4 e-Hybrid,2020,,51.0,21.0,23.0,Porsche,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12414,57,9.0,391,Panamera 4 e-Hybrid Executive,2020,,51.0,21.0,23.0,Porsche,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12413,57,9.0,391,Panamera 4 e-Hybrid ST,2020,,51.0,21.0,23.0,Porsche,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12340,57,9.0,391,Panamera Turbo S e-Hybrid,2020,,48.0,19.0,20.0,Porsche,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12341,57,9.0,391,Panamera Turbo S e-Hybrid Executive,2020,,48.0,19.0,20.0,Porsche,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12342,57,9.0,391,Panamera Turbo S e-Hybrid ST,2020,,48.0,19.0,20.0,Porsche,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12451,41,1.0,391,Taycan 4S Perf Battery Plus,2020,68.0,71.0,,,Porsche,Sedan/Wagon,ELEC,Electric,
12417,41,1.0,391,Taycan Turbo,2020,68.0,71.0,,,Porsche,Sedan/Wagon,ELEC,Electric,
12416,41,1.0,391,Taycan Turbo S,2020,67.0,68.0,,,Porsche,Sedan/Wagon,ELEC,Electric,
12289,45,9.0,349,1500 2WD,2020,,,20.0,22.0,Ram,Pickup,HYBR,Hybrid Electric,
12290,45,9.0,349,1500 2WD,2020,,,17.0,19.0,Ram,Pickup,HYBR,Hybrid Electric,
12292,45,9.0,349,1500 4WD,2020,,,17.0,19.0,Ram,Pickup,HYBR,Hybrid Electric,
12291,45,9.0,349,1500 4WD,2020,,,19.0,21.0,Ram,Pickup,HYBR,Hybrid Electric,
12288,45,9.0,349,1500 HFE 2WD,2020,,,20.0,23.0,Ram,Pickup,HYBR,Hybrid Electric,
12399,57,1.0,383,Crosstrek Hybrid AWD,2020,,90.0,36.0,35.0,Subaru,SUV,PHEV,Plug-in Hybrid Electric,
12372,41,1.0,237,Model 3 Long Range,2020,136.0,130.0,,,Tesla,Sedan/Wagon,ELEC,Electric,
12373,41,1.0,237,Model 3 Long Range AWD,2020,124.0,121.0,,,Tesla,Sedan/Wagon,ELEC,Electric,
12374,41,1.0,237,"Model 3 Long Range Performance AWD (18"" Wheels)",2020,124.0,121.0,,,Tesla,Sedan/Wagon,ELEC,Electric,
12371,41,1.0,237,Model 3 Mid Range,2020,128.0,123.0,,,Tesla,Sedan/Wagon,ELEC,Electric,
12369,41,1.0,237,Model 3 Standard Range,2020,138.0,133.0,,,Tesla,Sedan/Wagon,ELEC,Electric,
12370,41,1.0,237,Model 3 Standard Range Plus,2020,148.0,132.0,,,Tesla,Sedan/Wagon,ELEC,Electric,
12368,41,1.0,237,Model S Long Range,2020,115.0,111.0,,,Tesla,Sedan/Wagon,ELEC,Electric,
12465,41,1.0,237,Model S Long Range Plus,2020,121.0,117.0,,,Tesla,Sedan/Wagon,ELEC,Electric,
12366,41,1.0,237,"Model S Performance (19"" Wheels)",2020,104.0,104.0,,,Tesla,Sedan/Wagon,ELEC,Electric,
12367,41,1.0,237,Model S Standard Range,2020,113.0,109.0,,,Tesla,Sedan/Wagon,ELEC,Electric,
12364,41,1.0,237,Model X Long Range,2020,99.0,96.0,,,Tesla,SUV,ELEC,Electric,
12365,41,1.0,237,"Model X Performance (20"" Wheels)",2020,90.0,90.0,,,Tesla,SUV,ELEC,Electric,
12363,41,1.0,237,Model X Standard Range,2020,105.0,101.0,,,Tesla,SUV,ELEC,Electric,
12498,41,1.0,237,Model Y Long Range AWD,2020,127.0,121.0,,,Tesla,SUV,ELEC,Electric,
12454,41,1.0,237,Model Y Performance AWD,2020,129.0,121.0,,,Tesla,SUV,ELEC,Electric,
12497,41,1.0,237,"Model Y Performance AWD (21"" wheels)",2020,116.0,111.0,,,Tesla,SUV,ELEC,Electric,
12326,45,9.0,221,Avalon Hybrid,2020,,,43.0,43.0,Toyota,Sedan/Wagon,HYBR,Hybrid Electric,
12327,45,9.0,221,Avalon Hybrid XLE,2020,,,43.0,44.0,Toyota,Sedan/Wagon,HYBR,Hybrid Electric,
12328,45,9.0,221,Camry Hybrid LE,2020,,,51.0,52.0,Toyota,Sedan/Wagon,HYBR,Hybrid Electric,
12329,45,9.0,221,Camry Hybrid XLE/SE,2020,,,44.0,46.0,Toyota,Sedan/Wagon,HYBR,Hybrid Electric,
12293,45,9.0,221,Corolla Hybrid,2020,,,53.0,52.0,Toyota,Sedan/Wagon,HYBR,Hybrid Electric,
12428,45,9.0,221,Highlander Hybrid,2020,,,36.0,36.0,Toyota,SUV,HYBR,Hybrid Electric,
12427,45,9.0,221,Highlander Hybrid AWD,2020,,,35.0,35.0,Toyota,SUV,HYBR,Hybrid Electric,
12429,45,9.0,221,Highlander Hybrid AWD LTD/PLAT,2020,,,35.0,35.0,Toyota,SUV,HYBR,Hybrid Electric,
12435,9,1.0,221,Mirai,2020,67.0,67.0,,,Toyota,Sedan/Wagon,H2,Hydrogen Fuel Cell,
12330,45,9.0,221,Prius,2020,,,54.0,52.0,Toyota,Sedan/Wagon,HYBR,Hybrid Electric,
12331,45,9.0,221,Prius AWD,2020,,,52.0,50.0,Toyota,Sedan/Wagon,HYBR,Hybrid Electric,
12332,45,9.0,221,Prius Eco,2020,,,58.0,56.0,Toyota,Sedan/Wagon,HYBR,Hybrid Electric,
12343,57,1.0,221,Prius Prime,2020,,133.0,55.0,54.0,Toyota,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12361,45,9.0,221,RAV4 Hybrid AWD,2020,,,41.0,40.0,Toyota,SUV,HYBR,Hybrid Electric,
12353,41,1.0,347,e-Golf,2020,122.0,113.0,,,Volkswagen,Sedan/Wagon,ELEC,Electric,
12344,57,9.0,395,S60 AWD,2020,,69.0,28.0,30.0,Volvo,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12345,57,9.0,395,S90 AWD,2020,,60.0,28.0,30.0,Volvo,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12346,57,9.0,395,V60 AWD,2020,,69.0,28.0,30.0,Volvo,SUV,PHEV,Plug-in Hybrid Electric,
12347,57,9.0,395,XC60 AWD,2020,,57.0,26.0,27.0,Volvo,SUV,PHEV,Plug-in Hybrid Electric,
12348,57,9.0,395,XC90 AWD,2020,,55.0,26.0,27.0,Volvo,SUV,PHEV,Plug-in Hybrid Electric,
12127,45,9.0,365,MDX AWD,2019,,,26.0,27.0,Acura,SUV,HYBR,Hybrid Electric,
12128,45,9.0,365,NSX Hybrid,2019,,,21.0,21.0,Acura,Sedan/Wagon,HYBR,Hybrid Electric,
12066,45,9.0,365,RLX Hybrid,2019,,,28.0,28.0,Acura,Sedan/Wagon,HYBR,Hybrid Electric,
12259,45,9.0,377,A6 quattro,2019,,,24.0,27.0,Audi,Sedan/Wagon,HYBR,Hybrid Electric,
12129,45,9.0,377,A6 quattro,2019,,,22.0,25.0,Audi,Sedan/Wagon,HYBR,Hybrid Electric,
12130,45,9.0,377,A7 quattro,2019,,,22.0,25.0,Audi,Sedan/Wagon,HYBR,Hybrid Electric,
12349,45,9.0,377,A8L,2019,,,15.0,18.0,Audi,Sedan/Wagon,HYBR,Hybrid Electric,
12131,45,9.0,377,A8L,2019,,,19.0,22.0,Audi,Sedan/Wagon,HYBR,Hybrid Electric,
12247,41,,377,e-tron,2019,73.0,74.0,,,Audi,SUV,ELEC,Electric,
12132,45,9.0,377,Q8,2019,,,17.0,19.0,Audi,Sedan/Wagon,HYBR,Hybrid Electric,
12162,57,9.0,211,530e,2019,,72.0,27.0,29.0,BMW,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12163,57,9.0,211,530e xDrive,2019,,67.0,27.0,28.0,BMW,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12164,57,9.0,211,740e xDrive,2019,,64.0,25.0,27.0,BMW,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12100,41,1.0,211,i3,2019,124.0,113.0,,,BMW,Sedan/Wagon,ELEC,Electric,
12101,41,1.0,211,i3s,2019,124.0,113.0,,,BMW,Sedan/Wagon,ELEC,Electric,
12201,57,9.0,211,i3s with Range Extender,2019,,100.0,30.0,31.0,BMW,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12200,57,9.0,211,i3 with Range Extender,2019,,100.0,30.0,31.0,BMW,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12052,57,9.0,211,i8 Coupe,2019,,69.0,26.0,26.0,BMW,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12053,57,9.0,211,i8 Roadster,2019,,69.0,26.0,26.0,BMW,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12048,45,9.0,235,LaCrosse Hybrid,2019,,,25.0,29.0,Buick,Sedan/Wagon,HYBR,Hybrid Electric,
12217,41,1.0,410,e6,2019,73.0,72.0,,,BYD Motors,Sedan/Wagon,ELEC,Electric,
12209,41,1.0,215,Bolt EV,2019,128.0,119.0,,,Chevrolet,Sedan/Wagon,ELEC,Electric,
12253,35,1.0,215,Colorado 2WD,2019,,,22.0,23.0,Chevrolet,Pickup,BD,Biodiesel (B20),
12091,35,1.0,215,Colorado 4WD,2019,,,19.0,22.0,Chevrolet,Pickup,BD,Biodiesel (B20),
12092,35,1.0,215,Colorado ZR2 4WD,2019,,,18.0,19.0,Chevrolet,Pickup,BD,Biodiesel (B20),
12035,35,1.0,215,Cruze,2019,,,31.0,37.0,Chevrolet,Sedan/Wagon,BD,Biodiesel (B20),
12036,35,1.0,215,Cruze Hatchback,2019,,,30.0,35.0,Chevrolet,Sedan/Wagon,BD,Biodiesel (B20),
12037,35,1.0,215,Equinox AWD,2019,,,28.0,32.0,Chevrolet,SUV,BD,Biodiesel (B20),
12059,35,1.0,215,Equinox FWD,2019,,,28.0,32.0,Chevrolet,SUV,BD,Biodiesel (B20),
12184,3,1.0,215,Express 2500,2019,,,,,Chevrolet,Van,CNG,CNG - Compressed Natural Gas,
12197,55,1.0,215,Express 2500,2019,,,,,Chevrolet,Van,LPG,Propane,
12039,11,5.0,215,Impala,2019,14.0,16.0,18.0,22.0,Chevrolet,Sedan/Wagon,E85_GSLN,Ethanol (E85),
12133,45,9.0,215,Malibu Hybrid,2019,,,49.0,46.0,Chevrolet,Sedan/Wagon,HYBR,Hybrid Electric,
12196,55,1.0,215,Silverado 2500 HD 2WD/4WD,2019,,,,,Chevrolet,Pickup,LPG,Propane,
12183,3,1.0,215,Silverado 2500 HD 2WD/4WD,2019,,,,,Chevrolet,Pickup,CNG,CNG - Compressed Natural Gas,
12109,11,5.0,215,Silverado C10 2WD,2019,11.0,13.0,15.0,17.0,Chevrolet,Pickup,E85_GSLN,Ethanol (E85),
12110,11,5.0,215,Silverado K10 4WD,2019,11.0,12.0,15.0,16.0,Chevrolet,Pickup,E85_GSLN,Ethanol (E85),
12040,11,5.0,215,Suburban C1500 2WD,2019,11.0,13.0,15.0,18.0,Chevrolet,SUV,E85_GSLN,Ethanol (E85),
12041,11,5.0,215,Suburban K1500 4WD,2019,11.0,12.0,14.0,16.0,Chevrolet,SUV,E85_GSLN,Ethanol (E85),
12042,11,5.0,215,Tahoe C1500 2WD,2019,11.0,13.0,15.0,18.0,Chevrolet,SUV,E85_GSLN,Ethanol (E85),
12043,11,5.0,215,Tahoe K1500 4WD,2019,11.0,13.0,15.0,17.0,Chevrolet,SUV,E85_GSLN,Ethanol (E85),
12165,57,9.0,215,Volt,2019,,110.0,43.0,42.0,Chevrolet,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12111,11,5.0,223,300,2019,14.0,17.0,19.0,23.0,Chrysler,Sedan/Wagon,E85_GSLN,Ethanol (E85),
12112,11,5.0,223,300 AWD,2019,13.0,16.0,18.0,21.0,Chrysler,Sedan/Wagon,E85_GSLN,Ethanol (E85),
12087,57,9.0,223,Pacifica Hybrid,2019,,82.0,29.0,30.0,Chrysler,Van,PHEV,Plug-in Hybrid Electric,
12113,11,5.0,225,Charger,2019,14.0,17.0,19.0,23.0,Dodge,Sedan/Wagon,E85_GSLN,Ethanol (E85),
12254,11,5.0,225,Grand Caravan,2019,12.0,14.0,17.0,20.0,Dodge,Van,E85_GSLN,Ethanol (E85),
12187,11,5.0,225,Journey,2019,12.0,14.0,17.0,19.0,Dodge,SUV,E85_GSLN,Ethanol (E85),
12219,41,1.0,379,500e,2019,121.0,112.0,,,Fiat,Sedan/Wagon,ELEC,Electric,
12118,11,5.0,219,Escape FWD FFV,2019,15.0,18.0,21.0,24.0,Ford,SUV,E85_GSLN,Ethanol (E85),
11881,11,5.0,219,Explorer 2WD FFV,2019,13.0,15.0,17.0,20.0,Ford,SUV,E85_GSLN,Ethanol (E85),
12079,11,5.0,219,Explorer AWD FFV,2019,12.0,14.0,16.0,18.0,Ford,SUV,E85_GSLN,Ethanol (E85),
12234,57,9.0,219,F-150,2019,,,,,Ford,Pickup,PHEV,Plug-in Hybrid Electric,
12245,55,1.0,219,F-150,2019,,,,,Ford,Pickup,LPG,Propane,
12093,35,1.0,219,F-150 2WD,2019,,,22.0,25.0,Ford,Pickup,BD,Biodiesel (B20),
12226,3,1.0,219,F-150 2WD/4WD,2019,,,,,Ford,Pickup,CNG,CNG - Compressed Natural Gas,
12115,11,5.0,219,F-150 2WD FFV,2019,12.0,13.0,17.0,19.0,Ford,Pickup,E85_GSLN,Ethanol (E85),
12114,11,5.0,219,F-150 2WD FFV,2019,14.0,16.0,19.0,22.0,Ford,Pickup,E85_GSLN,Ethanol (E85),
12094,35,1.0,219,F-150 4WD,2019,,,20.0,22.0,Ford,Pickup,BD,Biodiesel (B20),
12117,11,5.0,219,F-150 4WD FFV,2019,12.0,13.0,16.0,18.0,Ford,Pickup,E85_GSLN,Ethanol (E85),
12116,11,5.0,219,F-150 4WD FFV,2019,13.0,15.0,18.0,20.0,Ford,Pickup,E85_GSLN,Ethanol (E85),
12095,35,1.0,219,F-150 4WD XL/XLT,2019,,,21.0,24.0,Ford,Pickup,BD,Biodiesel (B20),
12088,57,9.0,219,Fusion Energi Plug in Hybrid FWD,2019,,103.0,43.0,42.0,Ford,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12135,45,9.0,219,Fusion Hybrid FWD,2019,,,43.0,42.0,Ford,Sedan/Wagon,HYBR,Hybrid Electric,
12134,45,9.0,219,Fusion Hybrid TAXI,2019,,,43.0,41.0,Ford,Sedan/Wagon,HYBR,Hybrid Electric,
12213,57,9.0,219,Fusion Special Service Vehicle PHEV,2019,,102.0,43.0,42.0,Ford,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,
12227,11,5.0,219,Super Duty F-250,2019,,,,,Ford,Pickup,E85_GSLN,Ethanol (E85),
12214,35,1.0,219,Super Duty F-250 2WD/4WD,2019,,,,,Ford,Pickup,BD,Biodiesel (B20),
12244,55,1.0,219,Super Duty F-250 2WD/4WD,2019,,,,,Ford,Pickup,LPG,Propane,
12225,3,1.0,219,Super Duty F-250 2WD/4WD,2019,,,,,Ford,Pickup,CNG,CNG - Compressed Natural Gas,
12235,57,9.0,219,Super Duty F-250 2WD/4WD,2019,,,,,Ford,Pickup,PHEV,Plug-in Hybrid Electric,
12228,45,9.0,219,Super Duty F-250 2WD/4WD,2019,,,,,Ford,Pickup,HYBR,Hybrid Electric,
12078,11,5.0,219,Taurus AWD FFV,2019,13.0,15.0,17.0,19.0,Ford,Sedan/Wagon,E85_GSLN,Ethanol (E85),
12077,11,5.0,219,Taurus FWD FFV,2019,13.0,15.0,18.0,21.0,Ford,Sedan/Wagon,E85_GSLN,Ethanol (E85),
12062,11,5.0,219,Transit Connect Van FFV,2019,18.0,19.0,24.0,25.0,Ford,Van,E85_GSLN,Ethanol (E85),
12224,3,1.0,219,Transit Connect Van/Wagon,2019,,,,,Ford,Van,CNG,CNG - Compressed Natural Gas,
12216,35,1.0,219,Transit Connect Van/Wagon,2019,,,,,Ford,Van,BD,Biodiesel (B20),
12063,11,5.0,219,Transit Connect Wagon FFV,2019,17.0,19.0,19.0,22.0,Ford,Van,E85_GSLN,Ethanol (E85),
12076,11,5.0,219,Transit T150 Wagon FFV,2019,10.0,11.0,14.0,15.0,Ford,Van,E85_GSLN,Ethanol (E85),
12246,41,1.0,219,Transit Van/Wagon,2019,,,,,Ford,Van,ELEC,Electric,
12243,55,1.0,219,Transit Van/Wagon,2019,,,,,Ford,Van,LPG,Propane,
12220,41,1.0,219,Transit Van/Wagon,2019,,,,,Ford,Van,ELEC,Electric,
12215,35,1.0,219,Transit Van/Wagon,2019,,,,,Ford,Van,BD,Biodiesel (B20),
12229,45,9.0,219,Transit Van/Wagon,2019,,,,,Ford,Van,HYBR,Hybrid Electric,
12202,35,1.0,213,Canyon 2WD,2019,,,20.0,23.0,GMC,Pickup,BD,Biodiesel (B20),
12096,35,1.0,213,Canyon 4WD,2019,,,19.0,22.0,GMC,Pickup,BD,Biodiesel (B20),
12198,55,1.0,213,Savana 2500,2019,,,,,GMC,Van,LPG,Propane,
12188,11,1.0,213,Savana 2500,2019,,,,,GMC,Van,E85_GSLN,Ethanol (E85),
12186,3,1.0,213,Savana 2500,2019,,,,,GMC,Van,CNG,CNG - Compressed Natural Gas,
12121,11,5.0,213,Sierra 2500 HD 2WD/4WD,2019,,,,,GMC,Pickup,E85_GSLN,Ethanol (E85),
12199,55,5.0,213,Sierra 2500 HD 2WD/4WD,2019,,,,,GMC,Pickup,LPG,Propane,
12185,3,5.0,213,Sierra 2500 HD 2WD/4WD,2019,,,,,GMC,Pickup,CNG,CNG - Compressed Natural Gas,
12119,11,5.0,213,Sierra K10 2WD,2019,11.0,13.0,15.0,17.0,GMC,Pickup,E85_GSLN,Ethanol (E85),
12120,11,5.0,213,Sierra K10 4WD,2019,11.0,12.0,15.0,16.0,GMC,Pickup,E85_GSLN,Ethanol (E85),
12038,35,1.0,213,Terrain AWD,2019,,,28.0,32.0,GMC,SUV,BD,Biodiesel (B20),
12060,35,1.0,213,Terrain FWD,2019,,,28.0,32.0,GMC,SUV,BD,Biodiesel (B20),
12044,11,5.0,213,Yukon C1500 2WD,2019,11.0,13.0,15.0,18.0,GMC,SUV,E85_GSLN,Ethanol (E85),
12046,11,5.0,213,Yukon K1500 4WD,2019,11.0,13.0,15.0,17.0,GMC,SUV,E85_GSLN,Ethanol (E85),
12047,11,5.0,213,Yukon K1500 XL 4WD,2019,11.0,12.0,14.0,16.0,GMC,SUV,E85_GSLN,Ethanol (E85),
12045,11,5.0,213,Yukon XL C1500 2WD,2019,11.0,13.0,15.0,18.0,GMC,SUV,E85_GSLN,Ethanol (E85),
12136,45,9.0,209,Accord Hybrid,2019,,,48.0,48.0,Honda,Sedan/Wagon,HYBR,Hybrid Electric,
12170,41,1.0,209,Clarity,2019,126.0,114.0,,,Honda,Sedan/Wagon,ELEC,Electric,
12252,9,1.0,209,Clarity,2019,68.0,68.0,,,Honda,Sedan/Wagon,H2,Hydrogen Fuel Cell,
